Time,Fx,Fy,Fx_actual,Fy_actual,Sep1,Sep2
1536010733.172043183,-0.463797,-0.4638,-0.024,-0.067,0.0156872,0.0156871
1536010733.176043095,-0.463797,-0.4638,-0.032,-0.065,0.0156872,0.0156871
1536010733.180042549,-0.416857,-0.4638,-0.036,-0.044,0.0156872,0.0156871
1536010733.184041019,-0.416857,-0.4638,-0.037,-0.012,0.0156872,0.0156871
1536010733.188044309,-0.416857,-0.4638,-0.034,0.019,0.0156872,0.0156871
1536010733.192044129,-0.416857,-0.4638,-0.026,0.042,0.0156872,0.0156871
1536010733.196045503,-0.370093,-0.4638,-0.02,0.051,0.0156872,0.0156871
1536010733.200047639,-0.370093,-0.4638,-0.022,0.046,0.0156872,0.0156871
1536010733.204046236,-0.323487,-0.4638,-0.031,0.031,0.0156872,0.0156871
1536010733.208044822,-0.323487,-0.4638,-0.039,0.019,0.0156872,0.0156871
1536010733.212042570,-0.277019,-0.4638,-0.038,0.019,0.0156872,0.0156871
1536010733.216042166,-0.277019,-0.4638,-0.034,0.029,0.0156872,0.0156871
1536010733.220044246,-0.277019,-0.4638,-0.037,0.031,0.0156872,0.0156871
1536010733.224041928,-0.277019,-0.4638,-0.052,0.01,0.0156872,0.0156871
1536010733.228044113,-0.230669,-0.4638,-0.067,-0.028,0.0156872,0.0156871
1536010733.232043806,-0.230669,-0.4638,-0.068,-0.059,0.0156872,0.0156871
1536010733.236044122,-0.230669,-0.4638,-0.044,-0.056,0.0156872,0.0156871
1536010733.240044012,-0.230669,-0.4638,-0.003,-0.02,0.0156872,0.0156871
1536010733.244043071,-0.230669,-0.416859,0.034,0.021,0.0156872,0.0156871
1536010733.248042448,-0.230669,-0.416859,0.051,0.042,0.0156872,0.0156871
1536010733.252042472,-0.230669,-0.416859,0.044,0.034,0.0156872,0.0156871
1536010733.256040934,-0.230669,-0.416859,0.026,0.015,0.0156872,0.0156871
1536010733.260041470,-0.230669,-0.370096,0.02,0.001,0.0156872,0.0156871
1536010733.264043461,-0.230669,-0.370096,0.039,-0.007,0.0156872,0.0156871
1536010733.268043202,-0.230669,-0.32349,0.077,-0.027,0.0156872,0.0156871
1536010733.272039820,-0.230669,-0.32349,0.112,-0.066,0.0156872,0.0156871
1536010733.276043424,-0.230669,-0.277022,0.121,-0.113,0.0156872,0.0156871
1536010733.280042287,-0.230669,-0.277022,0.094,-0.151,0.0156872,0.0156871
1536010733.284040282,-0.230669,-0.230671,0.042,-0.175,0.0156872,0.0156871
1536010733.288045313,-0.230669,-0.230671,-0.015,-0.195,0.0156872,0.0156871
