Time,Fx,Fy,Fx_actual,Fy_actual,Sep1,Sep2
1536010509.874073853,-0.958626,0,0.048,-0.047,0.000976418,0.000846207
1536010509.878075804,-0.958626,0,0.081,-0.049,0.000976418,0.000846207
1536010509.882074124,-0.958626,0,0.074,-0.048,0.000976418,0.000846207
1536010509.886073732,-0.958626,0,0.03,-0.052,0.000976418,0.000846207
1536010509.890074307,-0.958626,0,-0.026,-0.069,0.000976418,0.000846207
1536010509.894075489,-0.958626,0,-0.064,-0.093,0.000976418,0.000846207
1536010509.898075302,-0.958626,0,-0.064,-0.099,0.000976418,0.000846207
1536010509.902075095,-0.958626,0,-0.031,-0.075,0.000976418,0.000846207
1536010509.906075717,-0.958626,0,0.01,-0.034,0.000976418,0.000846207
1536010509.910074730,-0.958626,0,0.035,-0.01,0.000976418,0.000846207
1536010509.914075043,-0.958626,0,0.03,-0.03,0.000976418,0.000846207
1536010509.918073392,-0.958626,0,0.004,-0.084,0.000976418,0.000846207
1536010509.922073262,-0.958626,0,-0.022,-0.136,0.000976418,0.000846207
1536010509.926074385,-0.958626,0,-0.034,-0.153,0.000976418,0.000846207
1536010509.930073608,-0.958626,0,-0.029,-0.131,0.000976418,0.000846207
1536010509.934073541,-0.958626,0,-0.021,-0.096,0.000976418,0.000846207
1536010509.938073440,-0.958626,0,-0.024,-0.075,0.000976418,0.000846207
1536010509.942073872,-0.958626,0,-0.04,-0.071,0.000976418,0.000846207
1536010509.946073854,-0.958626,0,-0.058,-0.071,0.000976418,0.000846207
1536010509.950074743,-0.958626,0,-0.067,-0.06,0.000976418,0.000846207
1536010509.954090209,-0.958626,0,-0.064,-0.042,0.000976418,0.000846207
1536010509.958073340,-0.958626,0,-0.059,-0.03,0.000976418,0.000846207
1536010509.962073192,-0.958626,0,-0.057,-0.032,0.000976418,0.000846207
1536010509.966073504,-0.958626,0,-0.057,-0.037,0.000976418,0.000846207
1536010509.970074613,-0.958626,0,-0.055,-0.035,0.000976418,0.000846207
1536010509.974075053,-0.958626,0,-0.047,-0.024,0.000976418,0.000846207
1536010509.978073198,-0.958626,0,-0.039,-0.018,0.000976418,0.000846207
1536010509.982075635,-0.958626,0,-0.034,-0.025,0.000976418,0.000846207
1536010509.986074021,-0.958626,0,-0.031,-0.043,0.000976418,0.000846207
1536010509.990073905,-0.958626,0,-0.03,-0.06,0.000976418,0.000846207
1536010509.994073280,-0.958626,0,-0.028,-0.067,0.000976418,0.000846207
1536010509.998073284,-0.958626,0,-0.025,-0.067,0.000976418,0.000846207
1536010510.002074457,-0.958626,0,-0.018,-0.069,0.000976418,0.000846207
